queue_name,priority,queue_duration,artificial_duration,calldate,startqueue,endqueue,queue_interval
cg-us_ts_post,MEDIUM,1522,1522,2020-10-14,2020-10-14 12:06:43,2020-10-14 12:32:05,1522
cg-us_ts_paid,HIGH,656,716,2020-10-14,2020-10-14 11:23:59,2020-10-14 11:34:55,656
cg-us_ts_paid,MEDIUM,83,83,2020-10-14,2020-10-13 20:07:34,2020-10-13 20:08:57,83
cg-us_ts_post_diwm,MEDIUM,465,465,2020-10-14,2020-10-14 14:00:28,2020-10-14 14:08:13,465
cg-us_ts_post,MEDIUM,1487,1487,2020-10-14,2020-10-14 12:26:35,2020-10-14 12:51:22,1487
cg-us_ts_diwm,MEDIUM,855,855,2020-10-14,2020-10-14 16:58:57,2020-10-14 17:13:12,855
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-14,2020-10-14 06:07:56,2020-10-14 06:08:00,4
cg-us_ts_post_diwm,MEDIUM,303,303,2020-10-14,2020-10-14 10:10:48,2020-10-14 10:15:51,303
cg-us_ts_post_diwm,MEDIUM,65,65,2020-10-14,2020-10-14 14:06:20,2020-10-14 14:07:25,65
cg-us_ts_post_diwm,MEDIUM,74,74,2020-10-14,2020-10-14 14:41:04,2020-10-14 14:42:18,74
cg-us_ts_post_diwm,MEDIUM,357,357,2020-10-14,2020-10-14 12:53:02,2020-10-14 12:58:59,357
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-14,2020-10-14 08:38:32,2020-10-14 08:38:37,5
cg-us_ts_diwm,MEDIUM,191,191,2020-10-14,2020-10-14 10:39:03,2020-10-14 10:42:14,191
cg-us_ts_paid,MEDIUM,82,82,2020-10-14,2020-10-14 09:32:42,2020-10-14 09:34:04,82
cg-us_ts_post_diwm,MEDIUM,362,362,2020-10-14,2020-10-14 15:55:45,2020-10-14 16:01:47,362
cg-us_ps_specialty_paid,MEDIUM,39,39,2020-10-14,2020-10-14 10:27:00,2020-10-14 10:27:39,39
cg-us_ts_post_diwm,MEDIUM,523,523,2020-10-14,2020-10-14 16:22:55,2020-10-14 16:31:38,523
cg-us_ps_specialty_paid,MEDIUM,44,44,2020-10-14,2020-10-14 09:32:30,2020-10-14 09:33:14,44
cg-us_ts_post_diwm,MEDIUM,420,420,2020-10-14,2020-10-14 10:49:08,2020-10-14 10:56:08,420
cg-us_ts_post_diwm,MEDIUM,346,346,2020-10-14,2020-10-14 12:29:15,2020-10-14 12:35:01,346
cg-us_ts_post,MEDIUM,2632,2632,2020-10-14,2020-10-14 15:26:01,2020-10-14 16:09:53,2632
cg-us_ts_post,MEDIUM,2436,2436,2020-10-14,2020-10-14 15:30:55,2020-10-14 16:11:31,2436
cg-us_ts_diwm,MEDIUM,446,446,2020-10-14,2020-10-14 15:19:27,2020-10-14 15:26:53,446
cg-us_ts_post_diwm,MEDIUM,315,315,2020-10-14,2020-10-14 14:57:02,2020-10-14 15:02:17,315
cg-us_ps_specialty_paid,MEDIUM,469,469,2020-10-14,2020-10-14 16:25:09,2020-10-14 16:32:58,469
cg-us_ps_specialty_paid,MEDIUM,405,405,2020-10-14,2020-10-14 13:10:19,2020-10-14 13:17:04,405
cg-us_ts_paid,MEDIUM,824,824,2020-10-14,2020-10-14 14:35:46,2020-10-14 14:49:30,824
cg-us_ps_specialty_paid,MEDIUM,533,533,2020-10-14,2020-10-13 18:36:51,2020-10-13 18:45:44,533
cg-us_ts_post_diwm,MEDIUM,124,124,2020-10-14,2020-10-14 11:34:57,2020-10-14 11:37:01,124
cg-us_ps_specialty_paid,MEDIUM,18,18,2020-10-14,2020-10-14 08:36:16,2020-10-14 08:36:34,18
cg-us_ps_specialty_paid,MEDIUM,29,29,2020-10-14,2020-10-14 05:49:48,2020-10-14 05:50:17,29
cg-us_ts_post,HIGH,3160,3220,2020-10-14,2020-10-14 16:27:11,2020-10-14 17:19:51,3160
cg-us_ps_specialty_paid,MEDIUM,454,454,2020-10-14,2020-10-14 12:38:59,2020-10-14 12:46:33,454
cg-us_ts_post,MEDIUM,2557,2557,2020-10-14,2020-10-14 15:28:17,2020-10-14 16:10:54,2557
cg-us_ps_specialty_paid,MEDIUM,716,716,2020-10-14,2020-10-13 18:44:13,2020-10-13 18:56:09,716
cg-us_ps_specialty_paid,MEDIUM,12,12,2020-10-14,2020-10-14 08:55:25,2020-10-14 08:55:37,12
cg-us_ts_paid,MEDIUM,618,618,2020-10-14,2020-10-14 10:50:02,2020-10-14 11:00:20,618
cg-us_ts_post,MEDIUM,1339,1339,2020-10-14,2020-10-14 13:13:56,2020-10-14 13:36:15,1339
cg-us_ts_diwm,MEDIUM,3,3,2020-10-14,2020-10-14 06:51:28,2020-10-14 06:51:31,3
cg-us_ps_specialty_paid,MEDIUM,455,455,2020-10-14,2020-10-14 16:23:49,2020-10-14 16:31:24,455
cg-us_ts_diwm_mobile,MEDIUM,50,50,2020-10-14,2020-10-14 13:34:37,2020-10-14 13:35:27,50
cg-us_ts_post_diwm,MEDIUM,652,652,2020-10-14,2020-10-14 16:10:54,2020-10-14 16:21:46,652
cg-us_ts_post,HIGH,2895,2955,2020-10-14,2020-10-13 17:53:34,2020-10-13 18:41:49,2895
cg-us_ts_post_diwm,MEDIUM,21,21,2020-10-14,2020-10-14 06:06:07,2020-10-14 06:06:28,21
cg-us_ps_specialty_paid,MEDIUM,32,32,2020-10-14,2020-10-14 14:04:35,2020-10-14 14:05:07,32
cg-us_ts_post_diwm,MEDIUM,786,786,2020-10-14,2020-10-13 17:11:00,2020-10-13 17:24:06,786
cg-us_ps_specialty_paid,MEDIUM,396,396,2020-10-14,2020-10-14 11:41:22,2020-10-14 11:47:58,396
cg-us_ps_specialty_paid,MEDIUM,775,775,2020-10-14,2020-10-13 17:24:34,2020-10-13 17:37:29,775
cg-us_ps_specialty_paid,MEDIUM,455,455,2020-10-14,2020-10-14 10:32:43,2020-10-14 10:40:18,455
cg-us_ps_specialty_paid,MEDIUM,467,467,2020-10-14,2020-10-13 19:24:07,2020-10-13 19:31:54,467
cg-us_ts_post,MEDIUM,23,23,2020-10-14,2020-10-14 05:38:15,2020-10-14 05:38:38,23
cg-us_ps_specialty_paid,MEDIUM,410,410,2020-10-14,2020-10-14 11:20:45,2020-10-14 11:27:35,410
cg-us_ts_paid,MEDIUM,807,807,2020-10-14,2020-10-14 14:36:18,2020-10-14 14:49:45,807
cg-us_ts_post_diwm,MEDIUM,602,602,2020-10-14,2020-10-14 14:29:52,2020-10-14 14:39:54,602
cg-us_ts_diwm,MEDIUM,811,811,2020-10-14,2020-10-14 16:04:42,2020-10-14 16:18:13,811
cg-us_ts_post_diwm,MEDIUM,97,97,2020-10-14,2020-10-14 08:42:49,2020-10-14 08:44:26,97
cg-us_ts_post_diwm,MEDIUM,16,16,2020-10-14,2020-10-14 06:25:18,2020-10-14 06:25:34,16
cg-us_ps_specialty_paid,HIGH,450,510,2020-10-14,2020-10-14 12:41:06,2020-10-14 12:48:36,450
cg-us_ts_post_diwm,MEDIUM,77,77,2020-10-14,2020-10-14 07:55:06,2020-10-14 07:56:23,77
cg-us_ts_post_diwm,MEDIUM,213,213,2020-10-14,2020-10-14 10:08:28,2020-10-14 10:12:01,213
cg-us_ts_post,MEDIUM,1733,1733,2020-10-14,2020-10-14 11:43:45,2020-10-14 12:12:38,1733
cg-us_ts_post_diwm,MEDIUM,440,440,2020-10-14,2020-10-14 16:56:06,2020-10-14 17:03:26,440
cg-us_ts_paid,MEDIUM,548,548,2020-10-14,2020-10-14 13:04:43,2020-10-14 13:13:51,548
cg-us_ps_specialty_paid,MEDIUM,8,8,2020-10-14,2020-10-14 08:55:41,2020-10-14 08:55:49,8
cg-us_ts_post_diwm,MEDIUM,135,135,2020-10-14,2020-10-14 09:52:57,2020-10-14 09:55:12,135
cg-us_ts_post_diwm,MEDIUM,496,496,2020-10-14,2020-10-14 15:36:48,2020-10-14 15:45:04,496
cg-us_ps_specialty_paid,MEDIUM,466,466,2020-10-14,2020-10-14 13:23:04,2020-10-14 13:30:50,466
cg-us_ts_post,MEDIUM,2563,2563,2020-10-14,2020-10-14 16:04:25,2020-10-14 16:47:08,2563
cg-us_ps_specialty_paid,MEDIUM,51,51,2020-10-14,2020-10-14 10:05:00,2020-10-14 10:05:51,51
cg-us_ps_specialty_paid,MEDIUM,463,463,2020-10-14,2020-10-14 16:58:44,2020-10-14 17:06:27,463
cg-us_ps_specialty_paid,MEDIUM,453,453,2020-10-14,2020-10-13 17:52:36,2020-10-13 18:00:09,453
cg-us_ts_diwm,MEDIUM,105,105,2020-10-14,2020-10-14 10:38:35,2020-10-14 10:40:20,105
cg-us_ps_specialty_paid,MEDIUM,455,455,2020-10-14,2020-10-14 14:20:20,2020-10-14 14:27:55,455
cg-us_ts_post_diwm,MEDIUM,199,199,2020-10-14,2020-10-13 20:38:10,2020-10-13 20:41:29,199
cg-us_ts_post,MEDIUM,3,3,2020-10-14,2020-10-14 15:34:22,2020-10-14 15:34:25,3
cg-us_ts_paid,MEDIUM,659,659,2020-10-14,2020-10-14 13:00:44,2020-10-14 13:11:43,659
cg-us_ps_specialty_paid,MEDIUM,484,484,2020-10-14,2020-10-14 14:28:44,2020-10-14 14:36:48,484
cg-us_ts_post_diwm,MEDIUM,463,463,2020-10-14,2020-10-14 15:19:35,2020-10-14 15:27:18,463
cg-us_ts_diwm,MEDIUM,428,428,2020-10-14,2020-10-13 20:06:54,2020-10-13 20:14:02,428
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-14,2020-10-14 08:05:41,2020-10-14 08:05:45,4
cg-us_ps_specialty_paid,MEDIUM,330,330,2020-10-14,2020-10-14 11:10:27,2020-10-14 11:15:57,330
cg-us_ts_paid,MEDIUM,1089,1089,2020-10-14,2020-10-14 11:43:28,2020-10-14 12:01:37,1089
cg-us_ps_specialty_paid,HIGH,483,543,2020-10-14,2020-10-14 14:54:49,2020-10-14 15:02:52,483
cg-us_ts_post_diwm,MEDIUM,643,643,2020-10-14,2020-10-13 19:05:44,2020-10-13 19:16:27,643
cg-us_ts_diwm,MEDIUM,383,383,2020-10-14,2020-10-14 12:25:55,2020-10-14 12:32:18,383
cg-us_ts_diwm,MEDIUM,243,243,2020-10-14,2020-10-14 11:13:54,2020-10-14 11:17:57,243
cg-us_ts_post_diwm,MEDIUM,420,420,2020-10-14,2020-10-14 14:38:47,2020-10-14 14:45:47,420
cg-us_ps_specialty_paid,MEDIUM,313,313,2020-10-14,2020-10-14 10:30:39,2020-10-14 10:35:52,313
cg-us_ts_paid,MEDIUM,167,167,2020-10-14,2020-10-14 08:41:23,2020-10-14 08:44:10,167
cg-us_ps_specialty_paid,MEDIUM,475,475,2020-10-14,2020-10-14 12:31:21,2020-10-14 12:39:16,475
cg-us_ps_specialty_paid,MEDIUM,7,7,2020-10-14,2020-10-14 06:44:12,2020-10-14 06:44:19,7
cg-us_ts_post_diwm,MEDIUM,421,421,2020-10-14,2020-10-14 14:23:34,2020-10-14 14:30:35,421
cg-us_ts_post_diwm,MEDIUM,613,613,2020-10-14,2020-10-14 14:29:22,2020-10-14 14:39:35,613
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-14,2020-10-14 05:24:17,2020-10-14 05:24:22,5
cg-us_ts_post_diwm,MEDIUM,705,705,2020-10-14,2020-10-14 14:10:40,2020-10-14 14:22:25,705
cg-us_ts_post_diwm,MEDIUM,19,19,2020-10-14,2020-10-14 06:52:47,2020-10-14 06:53:06,19
cg-us_ts_post,MEDIUM,1656,1656,2020-10-14,2020-10-14 11:45:27,2020-10-14 12:13:03,1656
cg-us_ts_post_diwm,MEDIUM,67,67,2020-10-14,2020-10-14 05:44:20,2020-10-14 05:45:27,67
cg-us_ps_specialty_paid,MEDIUM,249,249,2020-10-14,2020-10-14 12:23:21,2020-10-14 12:27:30,249
cg-us_ts_post_diwm,MEDIUM,21,21,2020-10-14,2020-10-14 06:29:41,2020-10-14 06:30:02,21
cg-us_ts_post,MEDIUM,1210,1210,2020-10-14,2020-10-14 12:42:03,2020-10-14 13:02:13,1210
cg-us_ts_post,MEDIUM,6,6,2020-10-14,2020-10-14 07:32:08,2020-10-14 07:32:14,6
cg-us_ts_post,HIGH,2000,2060,2020-10-14,2020-10-14 13:35:20,2020-10-14 14:08:40,2000
cg-us_ts_paid,MEDIUM,559,559,2020-10-14,2020-10-14 11:16:52,2020-10-14 11:26:11,559
cg-us_ts_post,HIGH,15,75,2020-10-14,2020-10-14 11:18:32,2020-10-14 11:18:47,15
cg-us_ts_post_diwm,MEDIUM,395,395,2020-10-14,2020-10-14 13:21:34,2020-10-14 13:28:09,395
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-14,2020-10-14 07:17:26,2020-10-14 07:17:31,5
cg-us_ts_paid,HIGH,79,139,2020-10-14,2020-10-13 20:07:42,2020-10-13 20:09:01,79
cg-us_ts_post_diwm,MEDIUM,460,460,2020-10-14,2020-10-13 18:34:00,2020-10-13 18:41:40,460
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-14,2020-10-14 06:55:42,2020-10-14 06:55:47,5
cg-us_ts_paid,MEDIUM,434,434,2020-10-14,2020-10-14 13:36:08,2020-10-14 13:43:22,434
cg-us_ts_post,MEDIUM,1794,1794,2020-10-14,2020-10-14 11:58:32,2020-10-14 12:28:26,1794
cg-us_ps_specialty_paid,MEDIUM,471,471,2020-10-14,2020-10-14 15:52:22,2020-10-14 16:00:13,471
cg-us_ts_diwm_mobile,MEDIUM,157,157,2020-10-14,2020-10-13 19:29:54,2020-10-13 19:32:31,157
cg-us_ts_diwm,MEDIUM,403,403,2020-10-14,2020-10-14 11:50:37,2020-10-14 11:57:20,403
cg-us_ts_diwm,MEDIUM,20,20,2020-10-14,2020-10-14 06:05:51,2020-10-14 06:06:11,20
cg-us_ts_post_diwm,MEDIUM,406,406,2020-10-14,2020-10-14 13:41:46,2020-10-14 13:48:32,406
cg-us_ts_post,MEDIUM,2565,2565,2020-10-14,2020-10-13 18:40:13,2020-10-13 19:22:58,2565
cg-us_ps_specialty_paid,MEDIUM,465,465,2020-10-14,2020-10-14 16:01:38,2020-10-14 16:09:23,465
cg-us_ts_post_diwm,MEDIUM,836,836,2020-10-14,2020-10-13 18:04:22,2020-10-13 18:18:18,836
cg-us_ps_specialty_paid,MEDIUM,350,350,2020-10-14,2020-10-14 12:46:06,2020-10-14 12:51:56,350
cg-us_ps_specialty_paid,MEDIUM,455,455,2020-10-14,2020-10-14 12:12:15,2020-10-14 12:19:50,455
cg-us_ps_specialty_paid,MEDIUM,422,422,2020-10-14,2020-10-14 13:51:19,2020-10-14 13:58:21,422
cg-us_ps_specialty_paid,MEDIUM,358,358,2020-10-14,2020-10-13 17:48:09,2020-10-13 17:54:07,358
cg-us_ts_post,MEDIUM,1222,1222,2020-10-14,2020-10-14 12:41:20,2020-10-14 13:01:42,1222
cg-us_ts_post_diwm,MEDIUM,119,119,2020-10-14,2020-10-14 09:30:20,2020-10-14 09:32:19,119
cg-us_ts_post_diwm,MEDIUM,62,62,2020-10-14,2020-10-14 08:27:36,2020-10-14 08:28:38,62
cg-us_ps_specialty_paid,MEDIUM,454,454,2020-10-14,2020-10-14 12:17:34,2020-10-14 12:25:08,454
cg-us_ts_paid,MEDIUM,332,332,2020-10-14,2020-10-14 12:57:29,2020-10-14 13:03:01,332
cg-us_ts_post,MEDIUM,30,30,2020-10-14,2020-10-14 08:13:20,2020-10-14 08:13:50,30
cg-us_ts_diwm,MEDIUM,846,846,2020-10-14,2020-10-14 16:57:02,2020-10-14 17:11:08,846
cg-us_ps_specialty_paid,MEDIUM,447,447,2020-10-14,2020-10-13 17:52:20,2020-10-13 17:59:47,447
cg-us_ts_post_diwm,MEDIUM,560,560,2020-10-14,2020-10-14 14:31:45,2020-10-14 14:41:05,560
cg-us_ps_specialty_paid,MEDIUM,357,357,2020-10-14,2020-10-14 10:44:07,2020-10-14 10:50:04,357
cg-us_ps_specialty_paid,MEDIUM,486,486,2020-10-14,2020-10-14 10:47:43,2020-10-14 10:55:49,486
cg-us_ps_specialty_paid,MEDIUM,464,464,2020-10-14,2020-10-14 10:19:05,2020-10-14 10:26:49,464
cg-us_ts_paid,MEDIUM,885,885,2020-10-14,2020-10-14 12:22:50,2020-10-14 12:37:35,885
cg-us_ts_post,MEDIUM,2367,2367,2020-10-14,2020-10-14 15:34:15,2020-10-14 16:13:42,2367
cg-us_ts_post_diwm,MEDIUM,480,480,2020-10-14,2020-10-14 13:55:03,2020-10-14 14:03:03,480
cg-us_ts_paid,MEDIUM,680,680,2020-10-14,2020-10-14 11:24:39,2020-10-14 11:35:59,680
cg-us_ts_post,MEDIUM,1471,1471,2020-10-14,2020-10-14 10:27:01,2020-10-14 10:51:32,1471
cg-us_ts_post_diwm,MEDIUM,247,247,2020-10-14,2020-10-13 17:20:42,2020-10-13 17:24:49,247
cg-us_ts_post,MEDIUM,1029,1029,2020-10-14,2020-10-14 10:10:06,2020-10-14 10:27:15,1029
cg-us_ps_specialty_paid,MEDIUM,408,408,2020-10-14,2020-10-14 13:12:14,2020-10-14 13:19:02,408
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-14,2020-10-14 08:54:36,2020-10-14 08:54:41,5
cg-us_ps_specialty_paid,MEDIUM,428,428,2020-10-14,2020-10-14 13:50:45,2020-10-14 13:57:53,428
cg-us_ts_post,MEDIUM,330,330,2020-10-14,2020-10-13 17:33:53,2020-10-13 17:39:23,330
cg-us_ts_paid,MEDIUM,49,49,2020-10-14,2020-10-14 09:10:57,2020-10-14 09:11:46,49
cg-us_ts_diwm,MEDIUM,389,389,2020-10-14,2020-10-14 10:13:21,2020-10-14 10:19:50,389
cg-us_ts_post,MEDIUM,1282,1282,2020-10-14,2020-10-14 13:17:33,2020-10-14 13:38:55,1282
cg-us_ts_diwm,MEDIUM,370,370,2020-10-14,2020-10-14 12:28:26,2020-10-14 12:34:36,370
cg-us_ts_paid,MEDIUM,431,431,2020-10-14,2020-10-14 09:43:36,2020-10-14 09:50:47,431
cg-us_ts_diwm,MEDIUM,709,709,2020-10-14,2020-10-13 19:04:22,2020-10-13 19:16:11,709
cg-us_ps_specialty_paid,MEDIUM,135,135,2020-10-14,2020-10-14 14:12:50,2020-10-14 14:15:05,135
cg-us_ps_specialty_paid,MEDIUM,454,454,2020-10-14,2020-10-14 11:34:10,2020-10-14 11:41:44,454
cg-us_ts_diwm,MEDIUM,356,356,2020-10-14,2020-10-14 10:54:46,2020-10-14 11:00:42,356
cg-us_ts_post,MEDIUM,22,22,2020-10-14,2020-10-14 07:29:29,2020-10-14 07:29:51,22
cg-us_ps_specialty_paid,MEDIUM,466,466,2020-10-14,2020-10-14 15:10:24,2020-10-14 15:18:10,466
cg-us_ts_paid,MEDIUM,723,723,2020-10-14,2020-10-14 14:19:37,2020-10-14 14:31:40,723
cg-us_ts_post_diwm,MEDIUM,133,133,2020-10-14,2020-10-14 08:08:54,2020-10-14 08:11:07,133
cg-us_ts_diwm,MEDIUM,516,516,2020-10-14,2020-10-14 15:21:17,2020-10-14 15:29:53,516
cg-us_ts_post_diwm,MEDIUM,99,99,2020-10-14,2020-10-14 13:30:54,2020-10-14 13:32:33,99
cg-us_ts_post,MEDIUM,1085,1085,2020-10-14,2020-10-14 12:18:53,2020-10-14 12:36:58,1085
cg-us_ts_post,MEDIUM,20,20,2020-10-14,2020-10-14 07:39:09,2020-10-14 07:39:29,20
cg-us_ts_diwm,MEDIUM,387,387,2020-10-14,2020-10-13 20:00:07,2020-10-13 20:06:34,387
cg-us_ts_post_diwm,MEDIUM,670,670,2020-10-14,2020-10-14 15:28:53,2020-10-14 15:40:03,670
cg-us_ts_post_diwm,MEDIUM,898,898,2020-10-14,2020-10-14 16:36:52,2020-10-14 16:51:50,898
cg-us_ts_post,MEDIUM,2125,2125,2020-10-14,2020-10-14 14:40:02,2020-10-14 15:15:27,2125
cg-us_ts_post_diwm,MEDIUM,3,3,2020-10-14,2020-10-14 06:05:35,2020-10-14 06:05:38,3
cg-us_ts_post,MEDIUM,21,21,2020-10-14,2020-10-14 07:21:05,2020-10-14 07:21:26,21
cg-us_ps_specialty_paid,MEDIUM,5,5,2020-10-14,2020-10-14 05:16:02,2020-10-14 05:16:07,5
cg-us_ts_post,HIGH,560,620,2020-10-14,2020-10-14 15:21:50,2020-10-14 15:31:10,560
cg-us_ps_specialty_paid,MEDIUM,322,322,2020-10-14,2020-10-14 10:13:50,2020-10-14 10:19:12,322
cg-us_ts_post,MEDIUM,3313,3313,2020-10-14,2020-10-14 16:23:24,2020-10-14 17:18:37,3313
cg-us_ps_specialty_paid,MEDIUM,481,481,2020-10-14,2020-10-14 13:49:40,2020-10-14 13:57:41,481
cg-us_ts_diwm,MEDIUM,34,34,2020-10-14,2020-10-14 15:44:16,2020-10-14 15:44:50,34
cg-us_ts_paid,HIGH,587,647,2020-10-14,2020-10-14 10:50:38,2020-10-14 11:00:25,587
cg-us_ts_diwm,MEDIUM,50,50,2020-10-14,2020-10-14 14:52:39,2020-10-14 14:53:29,50
cg-us_ps_specialty_paid,MEDIUM,53,53,2020-10-14,2020-10-14 09:32:08,2020-10-14 09:33:01,53
cg-us_ps_specialty_paid,MEDIUM,4,4,2020-10-14,2020-10-14 08:38:33,2020-10-14 08:38:37,4
cg-us_ts_post,MEDIUM,1348,1348,2020-10-14,2020-10-14 13:32:54,2020-10-14 13:55:22,1348
cg-us_ps_specialty_paid,MEDIUM,17,17,2020-10-14,2020-10-14 08:54:55,2020-10-14 08:55:12,17
cg-us_ts_post_diwm,MEDIUM,222,222,2020-10-14,2020-10-14 10:21:40,2020-10-14 10:25:22,222
cg-us_ts_post_diwm,MEDIUM,320,320,2020-10-14,2020-10-14 14:51:49,2020-10-14 14:57:09,320
cg-us_ts_paid,MEDIUM,111,111,2020-10-14,2020-10-14 09:46:18,2020-10-14 09:48:09,111
cg-us_ts_post_diwm,MEDIUM,628,628,2020-10-14,2020-10-13 20:29:05,2020-10-13 20:39:33,628
cg-us_ps_specialty_paid,MEDIUM,403,403,2020-10-14,2020-10-14 10:19:47,2020-10-14 10:26:30,403
cg-us_ps_specialty_paid,MEDIUM,459,459,2020-10-14,2020-10-14 11:46:37,2020-10-14 11:54:16,459
cg-us_ts_diwm,MEDIUM,177,177,2020-10-14,2020-10-14 10:01:13,2020-10-14 10:04:10,177
cg-us_ps_specialty_paid,MEDIUM,455,455,2020-10-14,2020-10-14 10:27:59,2020-10-14 10:35:34,455
cg-us_ts_post_diwm,MEDIUM,334,334,2020-10-14,2020-10-14 14:48:15,2020-10-14 14:53:49,334
cg-us_ts_diwm,MEDIUM,168,168,2020-10-14,2020-10-14 09:58:01,2020-10-14 10:00:49,168
cg-us_ts_post,MEDIUM,2065,2065,2020-10-14,2020-10-14 11:37:23,2020-10-14 12:11:48,2065
cg-us_ps_specialty_paid,HIGH,217,277,2020-10-14,2020-10-14 12:31:36,2020-10-14 12:35:13,217
cg-us_ts_post,MEDIUM,5,5,2020-10-14,2020-10-14 06:45:51,2020-10-14 06:45:56,5
cg-us_ts_paid,MEDIUM,475,475,2020-10-14,2020-10-14 13:30:39,2020-10-14 13:38:34,475
cg-us_ps_specialty_paid,MEDIUM,455,455,2020-10-14,2020-10-14 14:28:50,2020-10-14 14:36:25,455
cg-us_ts_paid,HIGH,60,120,2020-10-14,2020-10-14 08:18:28,2020-10-14 08:19:28,60
cg-us_ts_post_diwm,MEDIUM,32,32,2020-10-14,2020-10-14 13:32:43,2020-10-14 13:33:15,32
cg-us_ts_post_diwm,MEDIUM,79,79,2020-10-14,2020-10-14 08:44:49,2020-10-14 08:46:08,79
cg-us_ps_specialty_paid,MEDIUM,28,28,2020-10-14,2020-10-14 10:44:30,2020-10-14 10:44:58,28
cg-us_ps_specialty_paid,MEDIUM,319,319,2020-10-14,2020-10-14 12:49:29,2020-10-14 12:54:48,319
cg-us_ts_post,MEDIUM,228,228,2020-10-14,2020-10-14 16:31:12,2020-10-14 16:35:00,228
cg-us_ps_specialty_paid,MEDIUM,471,471,2020-10-14,2020-10-14 16:07:31,2020-10-14 16:15:22,471
cg-us_ts_post,HIGH,26,86,2020-10-14,2020-10-14 10:14:42,2020-10-14 10:15:08,26
cg-us_ts_diwm,MEDIUM,452,452,2020-10-14,2020-10-14 15:36:34,2020-10-14 15:44:06,452
cg-us_ts_paid,MEDIUM,193,193,2020-10-14,2020-10-13 18:01:18,2020-10-13 18:04:31,193
cg-us_ps_specialty_paid,MEDIUM,458,458,2020-10-14,2020-10-13 17:58:01,2020-10-13 18:05:39,458
cg-us_ts_post,MEDIUM,157,157,2020-10-14,2020-10-14 09:09:41,2020-10-14 09:12:18,157
cg-us_ts_post,MEDIUM,440,440,2020-10-14,2020-10-14 08:45:18,2020-10-14 08:52:38,440
cg-us_ts_diwm_mobile,MEDIUM,145,145,2020-10-14,2020-10-14 14:00:27,2020-10-14 14:02:52,145
cg-us_ps_specialty_paid,MEDIUM,342,342,2020-10-14,2020-10-14 10:53:57,2020-10-14 10:59:39,342
cg-us_ps_specialty_paid,MEDIUM,461,461,2020-10-14,2020-10-14 16:48:28,2020-10-14 16:56:09,461
cg-us_ts_post,MEDIUM,1379,1379,2020-10-14,2020-10-14 13:33:56,2020-10-14 13:56:55,1379
cg-us_ts_paid,MEDIUM,788,788,2020-10-14,2020-10-14 15:20:25,2020-10-14 15:33:33,788
cg-us_ts_post_diwm,MEDIUM,550,550,2020-10-14,2020-10-14 11:57:40,2020-10-14 12:06:50,550
cg-us_ts_diwm_mobile,MEDIUM,92,92,2020-10-14,2020-10-13 19:46:05,2020-10-13 19:47:37,92
cg-us_ps_specialty_paid,MEDIUM,454,454,2020-10-14,2020-10-14 13:30:04,2020-10-14 13:37:38,454
cg-us_ts_post,MEDIUM,1674,1674,2020-10-14,2020-10-14 10:23:12,2020-10-14 10:51:06,1674
cg-us_ts_diwm_mobile,MEDIUM,25,25,2020-10-14,2020-10-14 16:17:52,2020-10-14 16:18:17,25
cg-us_ps_specialty_paid,MEDIUM,454,454,2020-10-14,2020-10-14 10:46:55,2020-10-14 10:54:29,454
cg-us_ts_post_diwm,MEDIUM,224,224,2020-10-14,2020-10-14 10:31:34,2020-10-14 10:35:18,224
cg-us_ts_paid,MEDIUM,299,299,2020-10-14,2020-10-14 13:12:27,2020-10-14 13:17:26,299
cg-us_ps_specialty_paid,MEDIUM,7,7,2020-10-14,2020-10-14 06:50:11,2020-10-14 06:50:18,7
cg-us_ps_specialty_paid,HIGH,39,99,2020-10-14,2020-10-14 08:46:17,2020-10-14 08:46:56,39
cg-us_ts_diwm_mobile,MEDIUM,44,44,2020-10-14,2020-10-14 10:35:37,2020-10-14 10:36:21,44
cg-us_ps_specialty_paid,MEDIUM,466,466,2020-10-14,2020-10-14 16:30:17,2020-10-14 16:38:03,466
cg-us_ts_post_diwm,MEDIUM,69,69,2020-10-14,2020-10-14 09:40:14,2020-10-14 09:41:23,69
cg-us_ts_paid,MEDIUM,376,376,2020-10-14,2020-10-14 14:54:22,2020-10-14 15:00:38,376
cg-us_ts_post,MEDIUM,1544,1544,2020-10-14,2020-10-14 12:06:10,2020-10-14 12:31:54,1544
cg-us_ts_post,MEDIUM,1377,1377,2020-10-14,2020-10-14 13:01:49,2020-10-14 13:24:46,1377
cg-us_ts_post_diwm,MEDIUM,19,19,2020-10-14,2020-10-14 08:30:30,2020-10-14 08:30:49,19
cg-us_ts_post_diwm,MEDIUM,367,367,2020-10-14,2020-10-14 16:55:51,2020-10-14 17:01:58,367
cg-us_ts_paid,MEDIUM,130,130,2020-10-14,2020-10-14 09:15:38,2020-10-14 09:17:48,130
cg-us_ts_post_diwm,MEDIUM,325,325,2020-10-14,2020-10-14 12:37:30,2020-10-14 12:42:55,325
